Year,Type,Authors,Publication,Volume,Pages,ISSN,Title,Impreso,PDF,Group,DOI,Type II,Proyect ID,Institution Authors,Colciencias Clasification,Impact Factor,Proyecto,NPages
2003,Internacional,"Baca, E; Saldarriaga, W; Osorio, J; Campillo, G; Gómez, ME; Prieto, P; ",Journal of Applied Physics,93,8206,0021-4922,Quasiparticle-injection effects in YBa2Cu3O7-delta/La1/3Ca2/3MnO3/La2/3Ca1/3MnO3 heterostructures,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,A1,"1,309",,3
2013,Internacional,"Miranda, Guillermo L; Mora-Ramos, ME; Duque, CA; ",Physica E: Low-Dimensional Systems and Nanostructures,50,108,1386-9477,Nonlinear optical rectification associated to exciton states in asymmetric coupled double quantum wells,,,GMC: Grupo de Materia Condensada,10.1016/j.physe.2013.03.008,,,Carlos Duque Echeverri,A1,"1,522",,8
2013,Internacional,"Ponce, William A; Gómez, John D; Benavides, Richard H; ",Physical Review D,87,053016,1550-7998,Five texture zeros and C P violation for the standard model quark mass matrices,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/physrevd.87.053016,,,Ponce Gutiérrez William Alberto,A1,"4,691",,-1
2012,Internacional,"Vargas-Montero, Maribelle; Morales, Alvaro; Cortés, Jorge; ",Revista de Biología Tropical,60,187,0034-7744,"Primer informe del género Gambierdiscus (Dinophyceae) y otros dinoflagelados bentónicos en el Parque Nacional Isla del Coco, Costa Rica, Pacífico Tropical Oriental",,,GES: Estado Sólido,Not DOI,,,Morales Aramburo Álvaro,A1,"-1,0",,13
2000,Internacional,"González, A; Quiroga, L; Rodríguez-Calonge, FJ; Rodríguez, BA; ",International Journal of Modern Physics B,14,71,0217-9792,Exciton formation in two-dimensional electron-hole clusters,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Rodríguez Rey Boris Anghelo,A1,"0,558",,13
2013,Internacional,"Zuluaga, Jorge I; Bustamante, Sebastian; Cuartas, Pablo A; Hoyos, Jaime H; ",The Astrophysical Journal,770,23,0004-637X,The influence of thermal evolution in the magnetic protection of terrestrial planets,,,FACOM: Física y Astrofísica Computacional,10.1088/0004-637X/770/1/23,,,Zuluaga Callejas Jorge Iván,A1,"6,733",,-1
2013,Internacional,"Barrera, John Fredy; Trejos, Sorayda; Tebaldi, Myrian; Torroba, Roberto; ",Journal of Optics,15,055406,1464-4258,Experimental protocol for packaging and encrypting multiple data,,,GOF: Grupo Óptica y Fotónica,10.1088/2040-8978/15/5/055406,,,Barrera Ramírez John Fredy,A1,"-1,0",,-1
2013,Internacional,"Gómez-Urrea, HA; Toledo-Solano, M; Mora-Ramos, ME; Reyes-Gómez, E; ",Optical and Quantum Electronics,45,813,0306-8919,Properties of plasmon-polariton modes in one-dimensional photonic superlattices made of Rudin-Shapiro bases,,,GES: Estado Sólido,10.1007/s11082-013-9683-3,,,Reyes Gómez Ernesto Amador,A2,"0,987",,16
2013,Internacional,"Beltrán, JJ; Osorio, JA; Barrero, CA; Hanna, Charles B; Punnoose, A; ",Journal of Applied Physics,113,17308,0021-4922,"Magnetic properties of Fe doped, Co doped, and Fe+ Co co-doped ZnO",,,GES: Estado Sólido,10.1063/1.4799778,,,Barrero Meneses César A.,A1,"1,067",,-1
2013,Internacional,"Duque, CM; Morales, AL; Mora-Ramos, ME; Duque, CA; ",Journal of Luminescence,143,81,0022-2313,Optical nonlinearities associated to applied electric fields in parabolic two-dimensional quantum rings,,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1016/j.jlumin.2013.04.039,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A1,"2,144",,8
2012,Internacional,"Vargas-Montero, Maribelle; Morales, Alvaro; Cortés, Jorge; ",Revista de Biología Tropical,60,187,0034-7744,"First report of the genus Gambierdiscus (Dinophyceae) and other benthic dinoflagellates from Isla del Coco National Park, Costa Rica, Eastern Tropical Pacific",,,GES: Estado Sólido,Not DOI,,,Morales Aramburo Álvaro,A1,"-1,0",,13
2013,Internacional,"Duque, CA; Mora-Ramos, ME; Kasapoglu, E; Ungan, F; Yesilgul, U; Sakiroglu, S; Sari, H; Sökmen, I; ",Journal of Luminescence,143,304,0022-2313,Impurity-related linear and nonlinear optical response in quantum-well wires with triangular cross section,,,GMC: Grupo de Materia Condensada,10.1016/j.jlumin.2013.04.048,,,Carlos Duque Echeverri,A1,"2,144",,10
2013,Internacional,"Ferrín, Ignacio; Zuluaga, Jorge; Cuartas, Pablo; ",Monthly Notices of the Royal Astronomical Society,434,1821,0035-8711,"The location of Asteroidal Belt Comets (ABCs), in a comet's evolutionary diagram: The Lazarus Comets",,,FACOM: Física y Astrofísica Computacional,10.1093/mnras/stt839,,,Ferrín Vázquez Ignacio R.; Zuluaga Callejas Jorge Iván; Cuartas Restrepo Pablo ,A1,"5,521",,17
2012,Internacional,"Mazo-Zuluaga, J; Mejía-López, J; Muñoz, F; Restrepo, J; ",Revista Mexicana de Fisica,58,221,0035-001X,Displacements of hysteresis loops in magnetite nanoparticles,,,MS: Magnetismo y Simulación,Not DOI,,,Mazo Zuluaga Johan; Restrepo Cárdenas Johans,A1,"-1,0",,4
1993,Internacional,"MORALES, AL; ",Revista Mexicana de Fisica,39,913,0035-001X,AUGER AND EMISSION-SPECTRA OF DILUTE MAGNESIUM-ALUMINUM ALLOYS,,,GES: Estado Sólido,Not DOI,,,Morales Aramburo Álvaro,A1,"-1,0",,11
2003,Internacional,"Mahecha, J; Sanchez, LA; ",Revista Mexicana de Fisica,49,364,0035-001X,Student evaluation through membership functions in CAT systems,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Mahecha Gómez Jorge E.,A1,"-1,0",,7
2001,Internacional,"Sanchez, LA; Ponce, WA; Martinez, R; ",Physical Review D,64,,1550-7998,SU (3)(c) circle times SU (3)(L) circle times U (1)(X) as an E-6 subgroup,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Ponce Gutiérrez William Alberto,A1,"5,05",,
2013,Internacional,"Gallego, G Sierra; Alzate, N Marín; Arnache, O; ",Journal of Alloys and Compounds,549,163,0925-8388,A novel LaFeO 3− XNX oxynitride. Synthesis and characterization,,,GES: Estado Sólido,Not DOI,,,Arnache Olmos Óscar L.,A1,"2,39",,7
2013,Internacional,"Fong, Chee Sheng; Nardi, Enrico; ",Physical Review Letters,111,061601,0031-9007,Spontaneous Breaking of Flavor Symmetry Avoids the Strong C P Problem,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/physrevlett.111.061601,,,Nardi Enrico,A1,"7,943",,-1
2005,Internacional,"Baida, FI; Poujet, Y; Guizal, B; Van Labeke, D; Barrera, JF; Henao, R; Torroba, R; ",Optics Communications,256,507,0030-4018,"Ahn, JT, see Park, S. 256 (2005) 108 Baek, Y.-S., see Lee, J.-M. 256 (2005) 78 Baek, Y.-S., see Park, S. 256 (2005) 108 Bagayev, SN, see Okhapkin, MV 256 (2005) 347",,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,A1,"1,552",,8
2004,Internacional,"Abbate, M; Acha, C; Aguiar, JA; Aguilera-Granja, F; Albornoz, C; Allongue, P; Alouani, M; Aphesteguy, JC; Arpe, J; Arroyave, CE; ",Physica B,354,381,0921-4526,"Echeverr! ıa, G. 377 Elbaile, L. 183 Ellena, J. 377 Errico, LA 338 Est! evez-Rams, E. 88",,,,Not DOI,,,,A1,"0,822",,3
1999,Internacional,"Pérez-Lorenzana, Abdel; Ponce, William A; ",Physics Letters B,464,77,0370-2693,Unification above the string mass scale,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Ponce Gutiérrez William Alberto,A1,"4,034",,5
2002,Internacional,"Bomboi, MT; Perez, A; Rodriguez, B; Galan, D; Díaz, A; Fernández, R; ",Fresenius Environmental Bulletin,11,437,1018-4619,Spatial and temporal distribution of volatile organic compounds in the area of Madrid(Spain) during a year,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Rodríguez Rey Boris Anghelo,A2,"0,463",,4
2009,Internacional,"Galeano, Carlos; Duque, Carlos; Tovar, Andrés; ",Revista Técnica de la Facultad de Ingeniería Universidad del Zulia,32,,0254-0770,Interactive optimization tool for the optimum design of helical extension springs.,,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,A2,"0,0",,
2013,Nacional,"García, Karen Edilma; Barrero, Cesar Augusto; Morales, Alvaro Luis; Greneche, Jean Marc; ",Revista Facultad de Ingeniería Universidad de Antioquia,0,185,0120-6230,Estructura magnética de la akaganeita sintética: Revisión de resultados Mössbauer,,,GES: Estado Sólido,Not DOI,,,Morales Aramburo Álvaro,A1,"-1,0",,7
1998,Internacional,"Grave, E De; Costa, GM da; Bowen, LH; Barrero, CA; Vandenberghe, RE; ",Hyperfine Interactions,117,245,0304-3843,Mineralogy of Iron Oxides and Oxihydroxides-Characterisation of soil-oxide analogs by applied-field 57Fe Mossbauer spectroscopy,,,GES: Estado Sólido,Not DOI,,,Barrero Meneses César A.,C,"-1,0",,26
2003,Internacional,"Barrero, CA; Morales, AL; Mazo-Zuloaga, J; Jaramillo, F; Pérez, G; Escobar, DM; Arroyave, C; Tobón, J; Montoya, PM; Osorio, L; ",Revista de Metalurgia,39,62,0034-8570,Síntesis y caracterización Mössbauer de magnetitas dopadas con Cu y Cr,,,GES: Estado Sólido,Not DOI,,,Barrero Meneses César A.; Morales Aramburo Álvaro,A2,"-1,0",,6
2005,Nacional,"Tirado-Mejía, L; Segura, J; Osorio, J; Gómez, J; Vargas, C; Ariza-Calderón, H; ",Revista Colombiana de Física,37,38,0120-2650,Análisis de las concentraciones de In y As en la superficie de películas de GaInAsSb fabricadas por epitaxia en fase líquida,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,B,"-1,0",,-1
2006,Internacional,"Barrera, JF; Henao, R; Tebaldi, M; Torroba, R; Bolognini, N; ",Optics Communications,261,383,0030-4018,"Abdel-Baki, M., F. El-Diasty and FAA Wahab, Optical characterization of xTiO2–(60) x) SiO2–40Na2O glasses: II. Absorption edge, Fermi level, electronic polarizability and optical basicity 261 (2006) 65 Agrawal, GP, see Ponomarenko, SA 261 (2006) 1 Allakhverdiev, KR, T. Baykara, S. Joosten, E. Günay, AA Kaya, A. Kulibekov (Gulubayov), A. Seilmeier and E. Yu. Salaev, Anisotropy of two-photon absorption in gallium selenide at 1064 nm 261 (2006) 60",,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,A1,"1,552",,6
2013,Internacional,"Ordóñez-Lasso, Andrés Felipe; Cardona, Juan Carlos; Sanz-Vicario, José Luis; ",Physical Review A,88,012702,1050-2947,Feshbach projection approach to study plasma effects on doubly excited autoionizing states in helium,,,GFAM: Grupo de Física Atómica y Molecular,10.1103/physreva.88.012702,,,Sanz Vicario José Luis,A1,"3,042",,-1
2013,Internacional,"Pachón, Leonardo A; Brumer, Paul; ",Physical Review A,87,022106,1050-2947,Incoherent excitation of thermally equilibrated open quantum systems,,,GFAM: Grupo de Física Atómica y Molecular,10.1103/physreva.87.022106,,,Pachón Contreras Leonardo,A1,"3,042",,-1
2012,Internacional,"Pachón, Leonardo A; Rueda, Jorge A; Valenzuela-Toledo, César A; ",The Astrophysical Journal,756,82,0004-637X,On the relativistic precession and oscillation frequencies of test particles around rapidly rotating compact stars,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Pachón Contreras Leonardo,A1,"6,024",,-1
2013,Internacional,"Pachón, Leonardo A; Yu, Li; Brumer, Paul; ",Faraday Discussions,163,485,1364-5498,Coherent one-photon phase control in closed and open quantum systems: A general master equation approach,,,GFAM: Grupo de Física Atómica y Molecular,10.1039/c3fd20144a,,,Pachón Contreras Leonardo,A1,"-1,0",,11
2014,Internacional,"Pachón, Leonardo A; Brumer, Paul; ",Journal of Mathematical Physics,55,12103,0022-2488,Quantum Driven Dissipative Parametric Oscillator in a Blackbody Radiation Field,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Pachón Contreras Leonardo,A1,"1,296",,-1
2011,Internacional,"Silva, AG; Lopez, FE; Guimarães, PSS; Pires, MP; Souza, PL; Landi, SM; Villas-Bôas, JM; Vieira, GS; Vinck-Posada, H; Rodriguez, BA; ",Journal of Applied Physics,110,083717,0021-4922,Tunneling through stacked InAs/InGaAs/InP self-assembled quantum dots in a magnetic field,,,GFAM: Grupo de Física Atómica y Molecular,10.1063/1.3656706,,,Rodríguez Rey Boris Anghelo,A1,"1,018",,-1
2005,Nacional,"Gómez11, Edgar A; Rey, Boris Anghelo Rodrıguez; ",Revista Colombiana de Física,37,,0120-2650,CAOS EN EL ATOMO DE HIDROGENO BIDIMENSIONAL INMERSO EN UN CAMPO MAGNÉTICO,,,,Not DOI,,,,B,"-1,0",,
2009,Nacional,"Gallego, Juan P; Sánchez, Juan D; Vera, Carlos A; Rey, Boris Anghelo Rodríguez; ",Revista Colombiana de Física,41,436,0120-2650,Sistemas Caóticos y su Aplicación a la Encriptación de Señales,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Rodríguez Rey Boris Anghelo,B,"-1,0",,4
2009,Nacional,"Vera, Carlos A; Rey, Boris Anghelo Rodríguez; ",Revista Colombiana de Física,41,432,0120-2650,Integración Simpléctica: revisión y aplicaciones,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Rodríguez Rey Boris Anghelo,B,"-1,0",,4
2009,Nacional,"Pertuz, Adriana; Rey, Boris Anghelo Rodríguez; ",Revista Colombiana de Física,41,420,0120-2650,Análisis No Lineal de Series de Tiempo y su Aplicación a Potenciales Visuales Evocados Continuos,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Rodríguez Rey Boris Anghelo,B,"-1,0",,4
2006,Nacional,"Gómez, Edgar A; Rodríguez Rey, Boris Anghelo; ",Revista Colombiana de Física,38,,0120-2650,Caos inducido por la gravedad en cuerpos soportados por resortes inclinados.,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Rodríguez Rey Boris Anghelo,B,"-1,0",,
2013,Internacional,"Barrero, CA; García, KE; ",The Journal of Chemical Physics,139,034703,1862-6270,New direct method for evaluating recoilless f-factors of two iron-sites in Fe-bearing compounds using Mössbauer spectrometry,,,GES: Estado Sólido,10.1063/1.4813282,,,Barrero Meneses César A.,A1,"2,142",,-1
2014,Internacional,"Bhatnagar, Shashank; Mahecha, Jorge; Mengesha, Yikdem; ",Physical Review D,90,014034,1550-7998,Relevance of various Dirac covariants in hadronic Bethe-Salpeter wave functions in electromagnetic decays of ground state vector mesons,,,GFAM: Grupo de Física Atómica y Molecular,10.1103/PhysRevD.90.014034,,,Mahecha Gómez Jorge E.,A1,"4,691",,-1
2013,Internacional,"Ungan, F; Yesilgul, U; Sakiroglu, S; Mora-Ramos, ME; Duque, CA; Kasapoglu, E; Sari, H; Sökmen, I; ",Optics Communications,309,158,0030-4018,Simultaneous effects of hydrostatic pressure and temperature on the nonlinear optical properties in a parabolic quantum well under the intense laser field,,,GMC: Grupo de Materia Condensada,10.1016/j.optcom.2013.07.006,,,Carlos Duque Echeverri,A1,"1,438",,5
2013,Internacional,"Mason, Paul A; Zuluaga, Jorge I; Clark, Joni M; Cuartas-Restrepo, Pablo A; ",The Astrophysical Journal Letters,774,26,2041-8205,Rotational Synchronization May Enhance Habitability for Circumbinary Planets: Kepler Binary Case Studies,,,FACOM: Física y Astrofísica Computacional,10.1088/2041-8205/774/2/L26,,,Zuluaga Callejas Jorge Iván,A1,"5,339",,-1
2014,Internacional,"Yesilgul, U; Ungan, F; Sakiroglu, S; Mora-Ramos, ME; Duque, CA; Kasapoglu, E; Sarı, H; Sökmen, I; ",Journal of Luminescence,145,379,0022-2313,Effect of intense high-frequency laser field on the linear and nonlinear intersubband optical absorption coefficients and refractive index changes in a parabolic quantum well under the applied electric field,,,GMC: Grupo de Materia Condensada,10.1016/j.jlumin.2013.07.062,,,Carlos Duque Echeverri,A1,"2,144",,8
2013,Nacional,"García, Y; Arnache, O; Saldarriaga, W; Zapata, VH; ",Revista Colombiana de Física,45,,0120-2650,Comportamiento de fases a altas temperaturas del sistema polimérico PVOH (polialcohol de vinilo)+ NaH2PO4 (fosfato dihidrogenado de sodio)+ H2O,,,GES: Estado Sólido,Not DOI,,,Arnache Olmos Óscar L.,B,"-1,0",,
2014,Internacional,"Baghramyan, HM; Barseghyan, MG; Kirakosyan, AA; Restrepo, RL; Mora-Ramos, ME; Duque, CA; ",Journal of Luminescence,145,676,0022-2313,"Donor impurity-related linear and nonlinear optical absorption coefficients in GaAs/Ga1− xAlxAs concentric double quantum rings: Effects of geometry, hydrostatic pressure, and aluminum concentration",,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,A1,"2,144",,8
2013,Internacional,"Heller, René; Zuluaga, Jorge I; ",The Astrophysical Journal Letters,776,33,2041-8205,Magnetic shielding of exomoons beyond the circumplanetary habitable edge,,,FACOM: Física y Astrofísica Computacional,10.1088/2041-8205/776/2/L33,,,Zuluaga Callejas Jorge Iván,A1,"5,339",,-1
2014,Internacional,"Rojas‐Briseño, JG; Martínez‐Orozco, JC; Rodríguez‐Vargas, I; Mora‐Ramos, ME; Duque, CA; ",Physica Status Solidi B-Basic Research,251,415,0370-1972,Nonlinear optical properties in an asymmetric double δ‐doped quantum well with a Schottky barrier: Electric field effects,,,GMC: Grupo de Materia Condensada,10.1002/pssb.201350050,,,Carlos Duque Echeverri,A1,"1,489",,8
2010,Internacional,"Valencia-Balvín, Camilo; Loyola, Claudia; Osorio-Guillén, Jorge; Gutiérrez, Gonzalo; ",Physica B,405,4970,0921-4526,"Structural and dynamical properties of the Cu 46 Zr 54 alloy in crystalline, amorphous and liquid state: A molecular dynamicstudy",,,,10.1016/j.physb.2010.09.047,,,,A1,"1,056",,8
2014,Internacional,"Valencia-Balvín, C; Pérez-Walton, S; Dalpian, GM; Osorio-Guillén, JM; ",Computational Materials Science,81,133,0927-0256,First-principles equation of state and phase stability of niobium pentoxide,,,GES: Estado Sólido,10.1016/j.commatsci.2013.07.032,,,Osorio Guillén Jorge Mario,A1,"1,878",,8
2011,Internacional,"Valencia-Balvín, Camilo; Pérez-Walton, Santiago; Osorio-Guillén, Jorge; ",Tecno Lógicas,0,103,0000-0000,Un Estudio Teórico de la Estructura Electrónica y las Propiedades Dieléctricas de B-Nb2O5,,,,Not DOI,,,,00,"-1,0",,15
2013,Internacional,"Pérez‐Walton, Santiago; Valencia‐Balvín, Camilo; Dalpian, Gustavo M; Osorio‐Guillén, Jorge M; ",Physica Status Solidi B-Basic Research,250,1644,0370-1972,"Electronic, dielectric, and optical properties of the B phase of niobium pentoxide and tantalum pentoxide by first‐principles calculations",,,GES: Estado Sólido,10.1002/pssb.201248577,,,Osorio Guillén Jorge Mario,A1,"1,489",,7
2012,Internacional,"Osorio-Guillén, JM; Espinosa-García, WF; ",Physica B,407,985,0921-4526,A first-principles study of the electronic structure of the sulvanite compounds,,,GES: Estado Sólido,10.1016/j.physb.2011.12.126,,,Osorio Guillén Jorge Mario,A1,"1,063",,7
2012,Internacional,"Osorio-Guillen, JM; Larrauri-Pizarro, YD; Dalpian, GM; ",Physical Review B,86,235202,1098-0121,Pressure-induced metal-insulator transition and absence of magnetic order in FeGa 3 from a first-principles study,,,GES: Estado Sólido,10.1103/physrevb.86.235202,,,Osorio Guillén Jorge Mario,A1,"3,691",,-1
2011,Nacional,"Ruiz, Carlos M; Osorio-Guillén, Jorge M; ",Ingeniería y Ciencia,7,131,1794-9165,"Theoretical study of the elastic properties of the minerals Cu3TMSe4 (TM= V, Nb, Ta) by means of atomistic first-principles calculations",,,,Not DOI,,,,A2,"-1,0",,20
2013,Internacional,"Holanda, LM; Mendonça-Ferreira, L; Ribeiro, RA; Osorio-Guillén, JM; Dalpian, GM; Kuga, K; Nakatsuji, S; Fisk, Z; Urbano, RR; Pagliuso, PG; ",Journal of Physics-Condensed Matter,25,216001,0953-8984,Conduction electron spin resonance in AlB2,,,GES: Estado Sólido,10.1088/0953-8984/25/21/216001,,,Osorio Guillén Jorge Mario,A1,"2,355",,-1
2013,Internacional,"Henao, R; Medina, F; Rabal, HJ; Trivi, M; ",ANALES AFA,3,,1089-7690,MEDICIÓN DE DESPLAZAMIENTOS TRIDIMENSIONALES MEDIANTE INTERFEROMETRÍA SPECKLE,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Henao Henao Rodrigo,00,"2,952",,
2013,Internacional,"Reyes-Gómez, E; Cavalcanti, SB; Oliveira, LE; ",Superlattices and Microstructures,64,590,0749-6036,Signature of bulk longitudinal plasmon-polaritons in the transmission/reflection spectra of one-dimensional metamaterial heterostructures,,,GES: Estado Sólido,10.1016/j.spmi.2013.10.029,,,Reyes Gómez Ernesto Amador,A2,"-1,0",,11
2014,Internacional,"Morales, AL; Mora-Ramos, ME; Duque, CA; ",Acta Physica Polonica A,125,195,0587-4246,Nonlinear Optical Rectification and Second Harmonic Generation in 2D Quantum Rings under Electric Field and Magnetic Fields,,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.12693/APhysPolA.125.195,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A2,"0,53",,3
2014,Internacional,"Restrepo, RL; Martínez-Orozco, JC; Barseghyan, MG; Mora-Ramos, ME; Duque, CA; ",Acta Physica Polonica A,125,245,0587-4246,Impurity-Related Nonlinear Optical Absorption in Delta-Doped Quantum Rings,,,GMC: Grupo de Materia Condensada,10.12693/APhysPolA.125.245,,,Carlos Duque Echeverri,A2,"0,53",,3
2013,Nacional,"Aristizábal-Giraldo, D; Reyes-Gómez, E; ",Ingeniería y Ciencia,9,141,1794-9165,Localización anómala de la luz en superredes fotónicas unidimensionales desordenadas,,,GES: Estado Sólido,Not DOI,,,Reyes Gómez Ernesto Amador,A2,"-1,0",,12
2014,Internacional,"Rodríguez-Magdaleno, KA; Martínez-Orozco, JC; Rodríguez-Vargas, I; Mora-Ramos, ME; Duque, CA; ",Journal of Luminescence,147,77,0022-2313,Asymmetric GaAs n-type double δ-doped quantum wells as a source of intersubband-related nonlinear optical response: Effects of an applied electric field,,,GMC: Grupo de Materia Condensada,10.1016/j.jlumin.2013.10.057,,,Carlos Duque Echeverri,A1,"2,144",,8
2014,Internacional,"Ungan, F; Restrepo, RL; Mora-Ramos, ME; Morales, AL; Duque, CA; ",Physica B,434,26,0921-4526,"Intersubband optical absorption coefficients and refractive index changes in a graded quantum well under intense laser field: Effects of hydrostatic pressure, temperature and electric field",,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1016/j.physb.2013.10.053,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A1,"1,327",,6
2013,Internacional,"Pino, J; Arnache, O; Osorio, J; Tirado, L; ",Journal of Physics: Conference Series,466,012021,1742-6588,Single crystal substrates effect on the critical behavior in La2/3Ca1/3MnO3 thin films,,,GES: Estado Sólido,Not DOI,,,Arnache Olmos Óscar L.; Osorio Vélez Jaime,C,"-1,0",,-1
2013,Internacional,"Campillo, G; Gil, A; Arnache, O; Beltrán, JJ; Osorio, J; Sierra, G; ",Journal of Physics: Conference Series,466,012022,1742-6588,Analysis of magnetic and structural properties in La0. 6Sr0. 4MnO3 ferromagnetic particles under the influence of mechanical ball milling effect,,,GES: Estado Sólido,Not DOI,,,Arnache Olmos Óscar L.; Osorio Vélez Jaime,C,"-1,0",,-1
2013,Internacional,"Reyes-Gómez, E; Cavalcanti, SB; Oliveira, LE; ",MRS Proceedings,1617,187,0000-0000,Plasmon-polariton signature in the transmission and reflection spectra of one-dimensional metamaterial heterostructures,,,GES: Estado Sólido,Not DOI,,,Reyes Gómez Ernesto Amador,00,"-1,0",,6
2010,Internacional,"Guirales, Guillermo A; Pérez, Ricardo; Rodríguez, Boris A; ",Revista Tecno Lógicas,0,167,0000-0000,Modelos Geométricos en el Estudio de Nanotubos de Carbono,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Rodríguez Rey Boris Anghelo,00,"-1,0",,15
2013,Internacional,"Rueda, E; Muñetón, D; Gómez, JA; Lencina, A; ",Optics Letters,38,3941,0146-9592,High-quality optical vortex-beam generation by using a multilevel vortex-producing lens,,,GOF: Grupo Óptica y Fotónica,10.1364/OL.38.003941,,,Rueda Muñoz Edgar Alberto,A1,"3,385",,4
2012,Internacional,"Gómez, Jorge A; Rueda, Edgar; Salazar, Ángel; Tebaldi, Myriam; Bolognini, Nestor; Lencina, Alberto; ",Optics and Lasers in Engineering,50,359,0143-8166,Effects of the induced birefringence in photorefractive crystals on speckle optical vortices,,,GOF: Grupo Óptica y Fotónica,10.1016/j.optlaseng.2011.10.021,,,Rueda Muñoz Edgar Alberto,A2,"1,838",,7
2014,Internacional,"Barseghyan, MG; Duque, CA; Niculescu, EC; Radu, A; ",Superlattices and Microstructures,66,10,0749-6036,Intense laser field effects on the linear and nonlinear optical properties in a semiconductor quantum wire with triangle cross section,,,GMC: Grupo de Materia Condensada,10.1016/j.spmi.2013.11.023,,,Carlos Duque Echeverri,A2,"-1,0",,13
2013,Nacional,"Aristizábal-Giraldo, D; Reyes-Gómez, E; ",Ingeniería y Ciencia,9,141,1794-9165,Anomalous Localization of Light in One-Dimensional Disordered Photonic Superlattices,,,GES: Estado Sólido,Not DOI,,,Reyes Gómez Ernesto Amador,A2,"-1,0",,11
2008,Nacional,"Vera, Carlos A; Rodríguez, Boris A; ",Revista Colombiana de Física,40,,0120-2650,Evolución Númerica de Sistemas de N Cuerpos Usando Métodos Jerárquicos de Árbol e Integración Simpléctica.,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Rodríguez Rey Boris Anghelo,B,"-1,0",,
2013,Internacional,"Sheng, Fong, Chee; Nardi, Enrico; ",Physical Review Letters,111,1,0031-9007,Spontaneous Breaking of Flavor Symmetry Avoids the Strong CP Problem,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Nardi Enrico,A1,"7,943",,4
2013,Internacional,"Sheng Fong, Chee; Gonzalez-Garcia, M. C; Nardi, Enrico; Peinado, Eduardo; ",Journal of High Energy Physics,1308,1,1126-6708,New ways to TeV scale leptogenesis,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1007/JHEP08(2013)104,,,Nardi Enrico,A1,"5,618",,21
2013,Internacional,"Cardenas, H; Restrepo, D; Rodriguez, J-Alexis; ",Journal of Physics G-Nuclear and Particle Physics,40,1,0954-3899,The role of charged Higgs boson decays in the determination of tan β-like parameters,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1088/0954-3899/40/9/095004,,,Restrepo Quintero Diego Alejandro,A1,"5,326",,10
2007,Nacional,"Velásquez, EA; Duque, LF; Mazo-Zuluaga, J; Restrepo, J; ",Revista Colombiana de Física,39,,0120-2650,EFECTO DEL NÚMERO DE COORDINACIÓN EN LAS PROPIEDADES MAGNÉTICAS DE SISTEMAS DESORDENADOS.,,,MS: Magnetismo y Simulación,Not DOI,,,Mazo Zuluaga Johan; Restrepo Cárdenas Johans,B,"-1,0",,
2007,Nacional,"Molina, FJ; Giratá, D; Restrepo, J; ",Revista Colombiana de Física,39,,0120-2650,ESTUDIO MONTE CARLO DE LAS PROPIEDADES MAGNÉTICAS EN MANGANITA DE La 2/3 Ca 1/3 MnO 3.,,,GES: Estado Sólido; MS: Magnetismo y Simulación,Not DOI,,,Girata Doris; Restrepo Cárdenas Johans,B,"-1,0",,
